Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
460,2023-06-17,CUST460,Male,26,Clothing,1,300,300
461,2023-06-18,CUST461,Male,44,Electronics,3,500,1500
462,2023-06-18,CUST462,Female,34,Clothing,2,50,100
463,2023-06-18,CUST463,Female,49,Beauty,1,50,50
464,2023-06-19,CUST464,Female,48,Beauty,3,25,75
465,2023-06-19,CUST465,Male,55,Clothing,4,25,100
466,2023-06-19,CUST466,Female,56,Clothing,2,50,100
467,2023-06-20,CUST467,Male,24,Clothing,1,50,50
468,2023-06-20,CUST468,Male,24,Beauty,1,25,25
469,2023-06-20,CUST469,Female,19,Beauty,3,30,90
470,2023-06-21,CUST470,Male,19,Electronics,4,500,2000
471,2023-06-21,CUST471,Male,39,Clothing,1,300,300
472,2023-06-22,CUST472,Male,64,Electronics,3,500,1500
473,2023-06-22,CUST473,Female,18,Electronics,1,300,300
474,2023-06-22,CUST474,Female,40,Clothing,2,25,50
475,2023-06-23,CUST475,Male,54,Clothing,1,25,25
476,2023-06-23,CUST476,Male,44,Beauty,3,50,150
477,2023-06-23,CUST477,Female,38,Beauty,3,30,90
478,2023-06-24,CUST478,Female,38,Electronics,3,500,1500
479,2023-06-24,CUST479,Female,57,Electronics,4,300,1200
480,2023-06-25,CUST480,Female,52,Electronics,4,300,1200
481,2023-06-25,CUST481,Female,64,Clothing,2,25,50
482,2023-06-25,CUST482,Male,48,Electronics,1,300,300
483,2023-06-26,CUST483,Female,45,Beauty,4,25,100
484,2023-06-26,CUST484,Female,54,Electronics,1,300,300
485,2023-06-26,CUST485,Female,27,Clothing,1,25,25
486,2023-06-27,CUST486,Male,26,Electronics,3,300,900
487,2023-06-27,CUST487,Female,38,Clothing,3,50,150
488,2023-06-27,CUST488,Female,41,Clothing,1,50,50
489,2023-06-28,CUST489,Male,57,Electronics,3,500,1500
490,2023-06-28,CUST490,Female,61,Beauty,1,30,30
491,2023-06-29,CUST491,Male,60,Beauty,1,50,50
492,2023-06-29,CUST492,Male,31,Beauty,3,30,90
493,2023-06-29,CUST493,Male,27,Clothing,4,50,200
494,2023-06-30,CUST494,Male,45,Clothing,1,25,25
495,2023-06-30,CUST495,Female,44,Beauty,4,25,100
496,2023-06-30,CUST496,Male,55,Clothing,4,300,1200
497,2023-07-01,CUST497,Female,52,Beauty,3,50,150
498,2023-07-01,CUST498,Female,24,Electronics,4,500,2000
499,2023-07-01,CUST499,Male,59,Clothing,4,25,100
500,2023-07-02,CUST500,Female,63,Clothing,4,25,100
501,2023-07-02,CUST501,Male,55,Beauty,4,30,120
502,2023-07-03,CUST502,Female,24,Beauty,1,30,30
503,2023-07-03,CUST503,Male,39,Clothing,3,50,150
504,2023-07-03,CUST504,Female,21,Clothing,3,300,900
505,2023-07-04,CUST505,Female,29,Electronics,3,300,900
506,2023-07-04,CUST506,Male,60,Electronics,1,500,500
507,2023-07-04,CUST507,Female,29,Beauty,1,25,25
508,2023-07-05,CUST508,Male,47,Beauty,2,25,50
509,2023-07-05,CUST509,Male,32,Electronics,1,300,300
510,2023-07-05,CUST510,Female,37,Electronics,1,500,500
511,2023-07-06,CUST511,Female,44,Clothing,4,300,1200
512,2023-07-06,CUST512,Female,61,Electronics,1,300,300
513,2023-07-07,CUST513,Female,34,Electronics,2,300,600
514,2023-07-07,CUST514,Female,53,Electronics,2,300,600
515,2023-07-07,CUST515,Male,35,Clothing,4,300,1200
516,2023-07-08,CUST516,Male,34,Clothing,1,300,300
517,2023-07-08,CUST517,Male,28,Electronics,1,500,500
518,2023-07-08,CUST518,Male,27,Electronics,3,300,900
519,2023-07-09,CUST519,Female,53,Beauty,1,50,50
520,2023-07-09,CUST520,Male,43,Clothing,4,25,100
521,2023-07-09,CUST521,Female,44,Electronics,3,300,900
522,2023-07-10,CUST522,Female,33,Clothing,1,50,50
523,2023-07-10,CUST523,Female,45,Beauty,3,50,150
524,2023-07-11,CUST524,Male,22,Electronics,2,500,1000
525,2023-07-11,CUST525,Female,56,Beauty,4,50,200
526,2023-07-11,CUST526,Female,39,Electronics,2,500,1000
527,2023-07-12,CUST527,Female,57,Electronics,1,300,300
528,2023-07-12,CUST528,Male,41,Electronics,2,500,1000
529,2023-07-12,CUST529,Male,62,Electronics,2,300,600
530,2023-07-13,CUST530,Female,56,Electronics,3,300,900
531,2023-07-13,CUST531,Male,61,Beauty,4,50,200
532,2023-07-14,CUST532,Male,61,Electronics,4,300,1200
533,2023-07-14,CUST533,Female,40,Clothing,2,25,50
534,2023-07-14,CUST534,Female,46,Electronics,1,500,500
535,2023-07-15,CUST535,Female,64,Electronics,1,500,500
536,2023-07-15,CUST536,Male,61,Clothing,2,25,50
537,2023-07-15,CUST537,Female,24,Clothing,1,25,25
538,2023-07-16,CUST538,Female,31,Beauty,2,50,100
539,2023-07-16,CUST539,Female,31,Clothing,4,50,200
540,2023-07-16,CUST540,Female,35,Clothing,1,25,25
541,2023-07-17,CUST541,Male,58,Beauty,3,25,75
542,2023-07-17,CUST542,Male,48,Clothing,2,300,600
543,2023-07-18,CUST543,Male,22,Electronics,1,300,300
544,2023-07-18,CUST544,Male,36,Clothing,3,25,75
545,2023-07-18,CUST545,Female,20,Electronics,4,500,2000
546,2023-07-19,CUST546,Male,45,Clothing,2,25,50
547,2023-07-19,CUST547,Female,26,Clothing,1,50,50
548,2023-07-19,CUST548,Male,61,Clothing,4,50,200
549,2023-07-20,CUST549,Female,33,Clothing,2,50,100
550,2023-07-20,CUST550,Male,41,Clothing,3,25,75
551,2023-07-20,CUST551,Male,48,Beauty,2,50,100
552,2023-07-21,CUST552,Female,31,Electronics,4,300,1200
553,2023-07-21,CUST553,Female,46,Beauty,3,25,75
554,2023-07-22,CUST554,Female,64,Clothing,3,300,900
555,2023-07-22,CUST555,Male,32,Electronics,4,500,2000
556,2023-07-22,CUST556,Male,64,Beauty,1,50,50
557,2023-07-23,CUST557,Male,63,Clothing,3,300,900
558,2023-07-23,CUST558,Male,51,Clothing,3,50,150
559,2023-07-23,CUST559,Male,22,Beauty,1,50,50
560,2023-07-24,CUST560,Female,28,Electronics,3,500,1500
561,2023-07-24,CUST561,Male,36,Electronics,1,500,500
562,2023-07-24,CUST562,Female,54,Electronics,4,300,1200
563,2023-07-25,CUST563,Male,26,Electronics,4,300,1200
564,2023-07-25,CUST564,Female,27,Clothing,1,300,300
565,2023-07-26,CUST565,Female,64,Clothing,3,50,150
566,2023-07-26,CUST566,Male,31,Beauty,2,30,60
567,2023-07-26,CUST567,Male,30,Beauty,3,25,75
568,2023-07-27,CUST568,Female,47,Electronics,2,500,1000
569,2023-07-27,CUST569,Female,32,Clothing,3,50,150
570,2023-07-27,CUST570,Male,58,Electronics,4,300,1200
571,2023-07-28,CUST571,Female,31,Beauty,1,50,50
572,2023-07-28,CUST572,Female,27,Beauty,3,30,90
573,2023-07-28,CUST573,Female,64,Electronics,1,300,300
574,2023-07-29,CUST574,Male,30,Beauty,2,30,60
575,2023-07-29,CUST575,Male,55,Beauty,3,25,75
576,2023-07-30,CUST576,Female,47,Clothing,2,300,600
577,2023-07-30,CUST577,Female,63,Electronics,3,500,1500
578,2023-07-30,CUST578,Male,29,Electronics,1,500,500
579,2023-07-31,CUST579,Male,62,Clothing,1,50,50
580,2023-07-31,CUST580,Female,59,Clothing,3,50,150
581,2023-07-31,CUST581,Female,42,Clothing,2,25,50
582,2023-08-01,CUST582,Female,26,Beauty,3,50,150
583,2023-08-01,CUST583,Male,33,Electronics,3,300,900
584,2023-08-02,CUST584,Male,50,Electronics,3,300,900
585,2023-08-02,CUST585,Male,62,Electronics,2,300,600
586,2023-08-02,CUST586,Female,34,Electronics,4,500,2000
587,2023-08-03,CUST587,Male,62,Clothing,3,300,900
588,2023-08-03,CUST588,Female,29,Electronics,4,500,2000
589,2023-08-03,CUST589,Female,33,Electronics,1,500,500
590,2023-08-04,CUST590,Male,43,Clothing,3,50,150
591,2023-08-04,CUST591,Male,39,Clothing,3,50,150
592,2023-08-04,CUST592,Female,40,Beauty,1,30,30
593,2023-08-05,CUST593,Male,35,Beauty,4,25,100
594,2023-08-05,CUST594,Male,46,Electronics,3,300,900
595,2023-08-06,CUST595,Male,45,Electronics,2,500,1000
596,2023-08-06,CUST596,Female,62,Electronics,4,500,2000
597,2023-08-06,CUST597,Female,26,Clothing,4,50,200
598,2023-08-07,CUST598,Male,45,Electronics,3,500,1500
599,2023-08-07,CUST599,Female,46,Clothing,2,25,50
600,2023-08-07,CUST600,Female,57,Electronics,4,300,1200
601,2023-08-08,CUST601,Male,61,Beauty,3,25,75
602,2023-08-08,CUST602,Male,57,Electronics,4,500,2000
603,2023-08-08,CUST603,Female,53,Beauty,3,30,90
604,2023-08-09,CUST604,Male,48,Electronics,3,300,900
605,2023-08-09,CUST605,Male,59,Clothing,2,25,50
606,2023-08-10,CUST606,Male,27,Electronics,1,300,300
607,2023-08-10,CUST607,Female,61,Beauty,4,30,120
608,2023-08-10,CUST608,Male,35,Electronics,4,300,1200
609,2023-08-11,CUST609,Male,34,Electronics,4,500,2000
610,2023-08-11,CUST610,Male,18,Beauty,4,30,120
611,2023-08-11,CUST611,Female,44,Electronics,4,500,2000
612,2023-08-12,CUST612,Female,25,Electronics,4,300,1200
613,2023-08-12,CUST613,Female,36,Clothing,3,50,150
614,2023-08-12,CUST614,Male,29,Beauty,3,25,75
615,2023-08-13,CUST615,Male,30,Beauty,3,30,90
616,2023-08-13,CUST616,Female,31,Clothing,1,300,300
617,2023-08-14,CUST617,Male,26,Electronics,4,500,2000
618,2023-08-14,CUST618,Female,58,Electronics,3,500,1500
619,2023-08-14,CUST619,Male,36,Electronics,2,500,1000
620,2023-08-15,CUST620,Female,35,Electronics,4,300,1200
621,2023-08-15,CUST621,Male,60,Electronics,4,300,1200
622,2023-08-15,CUST622,Male,62,Beauty,1,30,30
623,2023-08-16,CUST623,Male,52,Clothing,2,300,600
624,2023-08-16,CUST624,Female,29,Beauty,2,25,50
625,2023-08-16,CUST625,Male,41,Electronics,1,500,500
626,2023-08-17,CUST626,Male,24,Electronics,1,500,500
627,2023-08-17,CUST627,Female,32,Clothing,3,300,900
628,2023-08-18,CUST628,Female,64,Beauty,1,30,30
629,2023-08-18,CUST629,Male,61,Beauty,4,25,100
630,2023-08-18,CUST630,Female,19,Beauty,2,25,50
631,2023-08-19,CUST631,Male,32,Clothing,3,300,900
632,2023-08-19,CUST632,Female,55,Clothing,1,50,50
633,2023-08-19,CUST633,Male,24,Clothing,2,25,50
634,2023-08-20,CUST634,Male,62,Clothing,1,25,25
635,2023-08-20,CUST635,Male,27,Clothing,3,50,150
636,2023-08-21,CUST636,Male,21,Electronics,4,500,2000
637,2023-08-21,CUST637,Male,27,Electronics,2,300,600
638,2023-08-21,CUST638,Male,52,Clothing,1,25,25
639,2023-08-22,CUST639,Male,48,Clothing,3,25,75
640,2023-08-22,CUST640,Male,19,Electronics,4,300,1200
641,2023-08-22,CUST641,Male,56,Beauty,1,25,25
642,2023-08-23,CUST642,Female,32,Clothing,4,300,1200
643,2023-08-23,CUST643,Female,34,Beauty,4,25,100
644,2023-08-23,CUST644,Female,48,Beauty,3,25,75
645,2023-08-24,CUST645,Female,31,Beauty,2,30,60
646,2023-08-24,CUST646,Female,40,Electronics,2,500,1000
647,2023-08-25,CUST647,Female,64,Clothing,1,300,300
648,2023-08-25,CUST648,Male,53,Beauty,2,50,100
649,2023-08-25,CUST649,Male,41,Electronics,1,500,500
650,2023-08-26,CUST650,Female,55,Beauty,1,25,25
651,2023-08-26,CUST651,Male,47,Beauty,2,30,60
652,2023-08-26,CUST652,Female,63,Beauty,1,25,25
653,2023-08-27,CUST653,Male,60,Electronics,4,500,2000
654,2023-08-27,CUST654,Male,44,Electronics,1,300,300
655,2023-08-27,CUST655,Female,36,Electronics,2,300,600
656,2023-08-28,CUST656,Male,40,Clothing,4,25,100
657,2023-08-28,CUST657,Male,24,Clothing,3,300,900
658,2023-08-29,CUST658,Male,28,Beauty,1,30,30
659,2023-08-29,CUST659,Male,61,Beauty,1,50,50
660,2023-08-29,CUST660,Female,19,Electronics,1,300,300
661,2023-08-30,CUST661,Female,27,Electronics,2,500,1000
662,2023-08-30,CUST662,Male,44,Electronics,4,500,2000
663,2023-08-30,CUST663,Male,33,Clothing,3,25,75
664,2023-08-31,CUST664,Male,35,Beauty,2,50,100
665,2023-08-31,CUST665,Female,37,Beauty,2,30,60
666,2023-08-31,CUST666,Female,37,Electronics,2,300,600
667,2023-09-01,CUST667,Female,19,Beauty,3,30,90
668,2023-09-01,CUST668,Male,45,Electronics,2,500,1000
669,2023-09-02,CUST669,Male,54,Clothing,2,50,100
670,2023-09-02,CUST670,Male,53,Electronics,2,500,1000
671,2023-09-02,CUST671,Male,27,Electronics,3,500,1500
672,2023-09-03,CUST672,Female,59,Clothing,3,50,150
673,2023-09-03,CUST673,Female,31,Clothing,3,300,900
674,2023-09-03,CUST674,Female,24,Electronics,3,300,900
675,2023-09-04,CUST675,Male,42,Electronics,2,500,1000
676,2023-09-04,CUST676,Female,28,Electronics,3,300,900
677,2023-09-04,CUST677,Male,61,Clothing,4,25,100
678,2023-09-05,CUST678,Female,55,Beauty,4,50,200
679,2023-09-05,CUST679,Female,23,Clothing,1,25,25
680,2023-09-06,CUST680,Female,58,Beauty,2,30,60
681,2023-09-06,CUST681,Male,33,Beauty,1,25,25
682,2023-09-06,CUST682,Male,32,Beauty,3,30,90
683,2023-09-07,CUST683,Male,39,Electronics,1,500,500
684,2023-09-07,CUST684,Female,18,Beauty,2,30,60
685,2023-09-07,CUST685,Male,53,Beauty,2,50,100
686,2023-09-08,CUST686,Male,51,Clothing,4,25,100
687,2023-09-08,CUST687,Male,32,Beauty,2,50,100
688,2023-09-09,CUST688,Male,24,Clothing,1,50,50
689,2023-09-09,CUST689,Male,42,Beauty,2,25,50
690,2023-09-09,CUST690,Male,21,Electronics,2,300,600
691,2023-09-10,CUST691,Female,22,Electronics,1,300,300
692,2023-09-10,CUST692,Male,55,Electronics,3,500,1500
693,2023-09-10,CUST693,Female,58,Electronics,2,500,1000
694,2023-09-11,CUST694,Female,49,Beauty,3,30,90
695,2023-09-11,CUST695,Male,45,Beauty,3,25,75
696,2023-09-11,CUST696,Female,59,Clothing,2,300,600
697,2023-09-12,CUST697,Female,21,Clothing,1,50,50
698,2023-09-12,CUST698,Female,52,Beauty,3,50,150
699,2023-09-13,CUST699,Male,59,Beauty,4,30,120
700,2023-09-13,CUST700,Female,31,Clothing,1,300,300
701,2023-09-13,CUST701,Female,35,Clothing,2,50,100
702,2023-09-14,CUST702,Female,60,Electronics,2,300,600
703,2023-09-14,CUST703,Female,58,Clothing,2,25,50
704,2023-09-14,CUST704,Female,63,Electronics,2,300,600
705,2023-09-15,CUST705,Male,28,Clothing,2,25,50
706,2023-09-15,CUST706,Male,56,Electronics,4,500,2000
707,2023-09-15,CUST707,Female,60,Clothing,2,50,100
708,2023-09-16,CUST708,Female,21,Clothing,1,50,50
709,2023-09-16,CUST709,Female,45,Clothing,2,300,600
710,2023-09-17,CUST710,Female,33,Electronics,4,300,1200
711,2023-09-17,CUST711,Male,52,Electronics,3,500,1500
712,2023-09-17,CUST712,Male,54,Beauty,3,25,75
713,2023-09-18,CUST713,Male,60,Beauty,2,30,60
714,2023-09-18,CUST714,Male,57,Clothing,4,50,200
715,2023-09-18,CUST715,Female,62,Clothing,1,50,50
716,2023-09-19,CUST716,Female,38,Beauty,2,30,60
717,2023-09-19,CUST717,Female,43,Clothing,2,25,50
718,2023-09-19,CUST718,Male,29,Clothing,2,50,100
719,2023-09-20,CUST719,Female,62,Electronics,2,500,1000
720,2023-09-20,CUST720,Male,35,Electronics,1,300,300
721,2023-09-21,CUST721,Female,23,Clothing,4,25,100
722,2023-09-21,CUST722,Male,37,Electronics,4,300,1200
723,2023-09-21,CUST723,Male,25,Clothing,3,25,75
724,2023-09-22,CUST724,Female,22,Clothing,3,300,900
725,2023-09-22,CUST725,Male,49,Electronics,3,300,900
726,2023-09-22,CUST726,Female,47,Clothing,3,25,75
727,2023-09-23,CUST727,Female,60,Electronics,3,500,1500
728,2023-09-23,CUST728,Female,45,Electronics,3,500,1500
729,2023-09-23,CUST729,Female,50,Beauty,1,25,25
730,2023-09-24,CUST730,Female,61,Electronics,2,500,1000
731,2023-09-24,CUST731,Male,59,Clothing,1,300,300
732,2023-09-25,CUST732,Female,36,Clothing,1,25,25
733,2023-09-25,CUST733,Female,47,Clothing,1,300,300
734,2023-09-25,CUST734,Male,31,Beauty,4,25,100
735,2023-09-26,CUST735,Female,62,Electronics,1,300,300
736,2023-09-26,CUST736,Male,27,Electronics,4,300,1200
737,2023-09-26,CUST737,Female,26,Clothing,1,25,25
738,2023-09-27,CUST738,Female,43,Beauty,1,25,25
739,2023-09-27,CUST739,Female,51,Beauty,4,30,120
740,2023-09-28,CUST740,Male,35,Beauty,2,50,100
741,2023-09-28,CUST741,Male,34,Beauty,1,25,25
742,2023-09-28,CUST742,Male,25,Beauty,1,30,30
743,2023-09-29,CUST743,Male,48,Beauty,3,25,75
744,2023-09-29,CUST744,Male,34,Electronics,3,300,900
745,2023-09-29,CUST745,Male,40,Beauty,2,50,100
746,2023-09-30,CUST746,Male,55,Clothing,4,25,100
747,2023-09-30,CUST747,Female,27,Beauty,1,50,50
748,2023-09-30,CUST748,Male,64,Electronics,3,500,1500
749,2023-10-01,CUST749,Male,30,Electronics,1,300,300
750,2023-10-01,CUST750,Male,42,Beauty,3,30,90
751,2023-10-02,CUST751,Male,40,Electronics,4,500,2000
752,2023-10-02,CUST752,Male,32,Electronics,4,300,1200
753,2023-10-02,CUST753,Female,63,Beauty,3,30,90
754,2023-10-03,CUST754,Male,51,Beauty,3,30,90
755,2023-10-03,CUST755,Female,22,Electronics,3,500,1500
756,2023-10-03,CUST756,Female,23,Clothing,1,50,50
757,2023-10-04,CUST757,Male,30,Clothing,4,25,100
758,2023-10-04,CUST758,Male,59,Clothing,2,25,50
759,2023-10-04,CUST759,Male,30,Clothing,3,50,150
760,2023-10-05,CUST760,Male,18,Clothing,3,50,150
761,2023-10-05,CUST761,Male,23,Clothing,2,300,600
762,2023-10-06,CUST762,Male,40,Beauty,1,25,25
763,2023-10-06,CUST763,Male,59,Beauty,3,50,150
764,2023-10-06,CUST764,Male,51,Clothing,2,50,100
765,2023-10-07,CUST765,Male,19,Clothing,1,300,300
766,2023-10-07,CUST766,Male,28,Clothing,1,300,300
767,2023-10-07,CUST767,Female,24,Electronics,4,500,2000
768,2023-10-08,CUST768,Female,34,Beauty,4,50,200
769,2023-10-08,CUST769,Female,25,Clothing,1,300,300
770,2023-10-08,CUST770,Female,45,Beauty,1,25,25
771,2023-10-09,CUST771,Female,56,Clothing,1,50,50
772,2023-10-09,CUST772,Male,61,Beauty,3,25,75
773,2023-10-10,CUST773,Female,38,Electronics,3,300,900
774,2023-10-10,CUST774,Female,59,Clothing,1,50,50
775,2023-10-10,CUST775,Female,36,Clothing,2,300,600
776,2023-10-11,CUST776,Female,60,Beauty,1,30,30
777,2023-10-11,CUST777,Female,24,Electronics,3,500,1500
778,2023-10-11,CUST778,Female,56,Beauty,2,30,60
779,2023-10-12,CUST779,Male,52,Clothing,3,50,150
780,2023-10-12,CUST780,Female,28,Beauty,3,50,150
781,2023-10-12,CUST781,Male,57,Beauty,2,25,50
782,2023-10-13,CUST782,Male,58,Clothing,1,300,300
783,2023-10-13,CUST783,Male,58,Beauty,1,25,25
784,2023-10-14,CUST784,Male,45,Electronics,3,500,1500
785,2023-10-14,CUST785,Male,48,Electronics,2,300,600
786,2023-10-14,CUST786,Female,54,Clothing,2,50,100
787,2023-10-15,CUST787,Female,52,Clothing,3,50,150
788,2023-10-15,CUST788,Female,43,Clothing,2,50,100
789,2023-10-15,CUST789,Female,45,Clothing,3,300,900
790,2023-10-16,CUST790,Male,49,Electronics,2,500,1000
791,2023-10-16,CUST791,Female,61,Beauty,1,30,30
792,2023-10-17,CUST792,Female,21,Clothing,3,25,75
793,2023-10-17,CUST793,Male,18,Electronics,4,500,2000
794,2023-10-17,CUST794,Male,55,Electronics,2,500,1000
795,2023-10-18,CUST795,Female,57,Clothing,2,300,600
796,2023-10-18,CUST796,Female,30,Beauty,4,50,200
797,2023-10-18,CUST797,Female,38,Beauty,2,30,60
798,2023-10-19,CUST798,Female,29,Electronics,3,300,900
799,2023-10-19,CUST799,Female,30,Clothing,2,50,100
800,2023-10-19,CUST800,Female,45,Beauty,2,50,100
801,2023-10-20,CUST801,Female,39,Beauty,2,30,60
802,2023-10-20,CUST802,Male,62,Clothing,4,50,200
803,2023-10-21,CUST803,Male,30,Beauty,3,50,150
804,2023-10-21,CUST804,Male,35,Electronics,3,500,1500
805,2023-10-21,CUST805,Female,57,Clothing,4,300,1200
806,2023-10-22,CUST806,Male,49,Beauty,4,50,200
807,2023-10-22,CUST807,Female,47,Electronics,1,300,300
808,2023-10-22,CUST808,Male,19,Beauty,3,25,75
809,2023-10-23,CUST809,Female,55,Beauty,3,30,90
810,2023-10-23,CUST810,Male,18,Clothing,3,300,900
811,2023-10-23,CUST811,Female,41,Electronics,1,300,300
812,2023-10-24,CUST812,Male,31,Electronics,1,500,500
813,2023-10-24,CUST813,Female,26,Clothing,2,25,50
814,2023-10-25,CUST814,Female,38,Electronics,4,300,1200
815,2023-10-25,CUST815,Female,36,Electronics,4,300,1200
816,2023-10-25,CUST816,Male,34,Clothing,3,25,75
817,2023-10-26,CUST817,Female,31,Clothing,2,25,50
818,2023-10-26,CUST818,Female,26,Beauty,2,50,100
819,2023-10-26,CUST819,Female,24,Beauty,2,50,100
820,2023-10-27,CUST820,Female,45,Clothing,3,300,900
821,2023-10-27,CUST821,Female,55,Electronics,3,500,1500
822,2023-10-27,CUST822,Female,53,Electronics,1,500,500
823,2023-10-28,CUST823,Male,58,Electronics,4,300,1200
824,2023-10-28,CUST824,Male,44,Beauty,1,25,25
825,2023-10-29,CUST825,Male,48,Beauty,2,25,50
826,2023-10-29,CUST826,Female,30,Beauty,2,25,50
827,2023-10-29,CUST827,Female,63,Electronics,4,300,1200
828,2023-10-30,CUST828,Male,34,Beauty,3,50,150
829,2023-10-30,CUST829,Male,41,Clothing,1,25,25
830,2023-10-30,CUST830,Female,60,Beauty,4,30,120
831,2023-10-31,CUST831,Female,26,Beauty,2,50,100
832,2023-10-31,CUST832,Female,34,Beauty,2,25,50
833,2023-10-31,CUST833,Male,36,Electronics,4,500,2000
834,2023-11-01,CUST834,Male,28,Beauty,1,25,25
835,2023-11-01,CUST835,Female,33,Electronics,3,300,900
836,2023-11-02,CUST836,Male,56,Electronics,2,500,1000
837,2023-11-02,CUST837,Male,42,Clothing,3,50,150
838,2023-11-02,CUST838,Female,54,Beauty,2,50,100
839,2023-11-03,CUST839,Female,18,Beauty,3,50,150
840,2023-11-03,CUST840,Female,21,Electronics,2,300,600
841,2023-11-03,CUST841,Female,44,Beauty,2,30,60
842,2023-11-04,CUST842,Male,38,Electronics,4,300,1200
843,2023-11-04,CUST843,Female,51,Clothing,2,25,50
844,2023-11-05,CUST844,Female,42,Clothing,3,25,75
845,2023-11-05,CUST845,Female,36,Beauty,1,50,50
846,2023-11-05,CUST846,Male,58,Beauty,4,50,200
847,2023-11-06,CUST847,Female,27,Beauty,3,25,75
848,2023-11-06,CUST848,Male,26,Electronics,4,300,1200
849,2023-11-06,CUST849,Female,25,Beauty,3,50,150
850,2023-11-07,CUST850,Female,46,Electronics,4,300,1200
851,2023-11-07,CUST851,Male,59,Clothing,3,25,75
852,2023-11-07,CUST852,Female,37,Clothing,2,300,600
853,2023-11-08,CUST853,Male,40,Clothing,4,50,200
854,2023-11-08,CUST854,Female,21,Beauty,2,50,100
855,2023-11-09,CUST855,Female,32,Electronics,4,500,2000
856,2023-11-09,CUST856,Male,20,Clothing,4,50,200
857,2023-11-09,CUST857,Male,41,Beauty,3,30,90
858,2023-11-10,CUST858,Female,61,Electronics,3,500,1500
859,2023-11-10,CUST859,Male,42,Clothing,2,50,100
860,2023-11-10,CUST860,Male,38,Clothing,4,300,1200
861,2023-11-11,CUST861,Female,53,Beauty,1,25,25
862,2023-11-11,CUST862,Female,64,Beauty,2,30,60
863,2023-11-11,CUST863,Female,50,Electronics,4,500,2000
864,2023-11-12,CUST864,Male,52,Beauty,4,30,120
865,2023-11-12,CUST865,Female,60,Clothing,4,300,1200
866,2023-11-13,CUST866,Male,46,Electronics,2,300,600
867,2023-11-13,CUST867,Male,55,Electronics,3,500,1500
868,2023-11-13,CUST868,Female,54,Electronics,4,500,2000
869,2023-11-14,CUST869,Male,36,Electronics,3,300,900
870,2023-11-14,CUST870,Female,60,Electronics,2,500,1000
871,2023-11-14,CUST871,Female,53,Beauty,3,25,75
872,2023-11-15,CUST872,Female,57,Clothing,2,25,50
873,2023-11-15,CUST873,Male,53,Clothing,1,50,50
874,2023-11-15,CUST874,Male,19,Clothing,3,300,900
875,2023-11-16,CUST875,Female,47,Clothing,1,25,25
876,2023-11-16,CUST876,Male,38,Clothing,2,300,600
877,2023-11-17,CUST877,Male,55,Beauty,1,25,25
878,2023-11-17,CUST878,Female,53,Electronics,3,500,1500
879,2023-11-17,CUST879,Male,64,Beauty,1,25,25
880,2023-11-18,CUST880,Female,52,Beauty,3,30,90
881,2023-11-18,CUST881,Male,45,Clothing,1,25,25
882,2023-11-18,CUST882,Female,32,Beauty,3,30,90
883,2023-11-19,CUST883,Female,60,Beauty,2,25,50
884,2023-11-19,CUST884,Male,48,Clothing,1,25,25
885,2023-11-19,CUST885,Male,45,Clothing,1,25,25
886,2023-11-20,CUST886,Female,22,Clothing,4,50,200
887,2023-11-20,CUST887,Male,22,Clothing,1,25,25
888,2023-11-21,CUST888,Female,24,Electronics,4,500,2000
889,2023-11-21,CUST889,Male,59,Beauty,3,25,75
890,2023-11-21,CUST890,Male,59,Electronics,4,300,1200
891,2023-11-22,CUST891,Female,21,Beauty,1,50,50
892,2023-11-22,CUST892,Male,57,Clothing,1,25,25
893,2023-11-22,CUST893,Male,62,Electronics,4,500,2000
894,2023-11-23,CUST894,Female,54,Electronics,3,300,900
895,2023-11-23,CUST895,Male,45,Beauty,3,30,90
896,2023-11-24,CUST896,Female,31,Beauty,4,25,100
897,2023-11-24,CUST897,Male,62,Beauty,1,50,50
898,2023-11-24,CUST898,Female,18,Clothing,1,50,50
899,2023-11-25,CUST899,Male,28,Clothing,3,50,150
900,2023-11-25,CUST900,Female,47,Beauty,1,50,50
901,2023-11-25,CUST901,Male,32,Beauty,1,25,25
902,2023-11-26,CUST902,Female,18,Clothing,4,25,100
903,2023-11-26,CUST903,Male,18,Clothing,4,300,1200
904,2023-11-26,CUST904,Female,50,Beauty,2,30,60
905,2023-11-27,CUST905,Female,29,Electronics,4,300,1200
906,2023-11-27,CUST906,Female,47,Electronics,2,500,1000
907,2023-11-28,CUST907,Male,23,Clothing,4,300,1200
908,2023-11-28,CUST908,Male,23,Electronics,4,300,1200
909,2023-11-28,CUST909,Male,48,Electronics,1,500,500
910,2023-11-29,CUST910,Female,36,Electronics,2,300,600
911,2023-11-29,CUST911,Male,60,Beauty,2,25,50
912,2023-11-29,CUST912,Female,34,Beauty,3,30,90
913,2023-11-30,CUST913,Female,35,Clothing,4,300,1200
914,2023-11-30,CUST914,Female,29,Clothing,4,300,1200
915,2023-11-30,CUST915,Male,27,Clothing,1,300,300
916,2023-12-01,CUST916,Female,27,Beauty,1,50,50
917,2023-12-01,CUST917,Male,44,Clothing,2,25,50
918,2023-12-02,CUST918,Female,30,Electronics,2,300,600
919,2023-12-02,CUST919,Female,18,Electronics,1,500,500
920,2023-12-02,CUST920,Female,57,Clothing,3,50,150
